_id;title;body;date;place;date_ISO_8601;persistentUrl;difficulty;
7_1;Speyer Polizei verhindert Massenschlägerei;Speyer. Die Polizei hat am Samstagabend in Speyer eine Massenschlägerei zwischen zwei jugendlichen Gruppierungen verhindert. Wie Polizei und Staatsanwaltschaft am Sonntagvormittag gemeinsam mitteilten, geriet eine mindestens 12-köpfige Gruppe im Alter zwischen 15 und 21 Jahren auf einem Parkplatz in der Heinkelstraße mit einer Gruppe von mindestens fünf Personen zwischen 17 und 19 Jahren in Streit. Dabei soll ein 18-Jähriger aus der kleineren Gruppe mit seinem BMW mit hoher Geschwindigkeit auf einen 21-Jährigen aus der ersten Gruppe zugefahren sein, sodass dieser sich lediglich durch einen Sprung zur Seite habe retten können. Im Anschluss habe sich das Geschehen dann auf den Speyerer Festplatz verlagert, wo die kleinere Gruppe durch mehrere Personen der ersten Gruppe mit Baseballschlägern und einem Messer bedroht worden sei. Bevor es zu größeren Auseinandersetzungen kommen konnte, erreichten starke Polizeikräfte den Einsatzort. Bei Durchsuchungen wurden zwei Schlagringe, ein Messer und andere potentiell gefährliche Gegenstände sichergestellt. Alle Personen erhielten Platzverweise. Gegen die Angehörigen der größeren Gruppe wurde ein Strafverfahren wegen des Verdachts des Landfriedensbruchs eingeleitet. Weiterhin wurden Strafverfahren wegen des Verdachts des gefährlichen Eingriffs in den Straßenverkehr, der Bedrohung sowie des Verstoßes gegen das Waffengesetz eingeleitet.;14.02.2016;Speyer;14.02.2016;https://web.archive.org/web/20190909124140/https://www.morgenweb.de/newsticker_ticker,-speyer-polizei-verhindert-massenschlaegerei-_tickerid,61704.html;2;
7_2;Betrunkene Studenten randalieren in der Altstadt;Heidelberg. (pol/gun) In der Nacht auf Donnerstaghat eine Gruppe betrunkener Studenten in der Heidelberger Altstadt randaliert. Das schreibt die Polizei.Was war geschehen: Den jungen Männern wurde kurz nach 23 Uhr der Zutritt zum Haus einer Studentenverbindung in der Plöck verwehrt. Daraufhin zog die Gruppe weiter in Richtung Altstadt und schlug an einem benachbartenHaus eine Scheibe ein.Eine Bewohnerin, die durch das Klirren aufgeschreckt wurde und aus dem Fenster schaute, wurde anschließend aus der Gruppe heraus unflätig beleidigt. Von den Männern war zunächst nur bekannt, dass sie über ihren Jacken bunte Schärpen trugen.Im Rahmen einer sofort eingeleiteten Fahndung konnte die Gruppe junger Männer im Alter zwischen 19 und 22 Jahren am Schloßberg ausfindig gemacht werden.Sie waren allesamt stark betrunken.Die Polizei ermittelt nun wegen Sachbeschädigung und Beleidigung.;15.02.2018;Heidelberg;15.02.2018;https://web.archive.org/web/20190909130902/https://www.rnz.de/nachrichten/heidelberg/polizeibericht-heidelberg_artikel,-heidelberg-betrunkene-studenten-randalieren-in-der-altstadt-_arid,338491.html;1;
7_3;Schiedsrichter in Gelsenkirchen von Zuschauern attackiert;GELSENKIRCHEN.  Das Spitzenspiel der Gruppe 2 in der Kreisliga B zwischen Etus Gelsenkirchen und BV Horst Süd wurde von einer Schlägerei und einem Angriff auf den Schiedsrichter überschattet. Die Polizei Gelsenkirchen musste gerufen werden und die erhitzten Gemüter beruhigen. Am Freitagmittag erreichte uns die Pressemitteilung der Gelsenkirchener Polizei. Pressemitteilung der Polizei Gelsenkirchen im Wortlaut Am 24. Mai 2018, gegen 21:45 Uhr, schlugen mehrere Zuschauer eines Fußballspiels auf dem Fußballplatz des ETuS 34, an der Dessauer Straße in Ückendorf, auf den Schiedsrichter der Partie ein. Nach Abpfiff des Spiels versammelte sich eine Gruppe von Zuschauern um den 21-jährigen Schiedsrichter und kritisierte zunächst verbal die Leistung des Unparteiischen. Eine unbekannte männliche Person aus der Gruppe schlug dem Schiedsrichter im weiteren Verlauf mit der Faust gegen den Kopf. Während dieser sich unter dem Schutz der Spieler in die Kabine flüchtete, schlug eine weitere unbekannte männliche Person ebenfalls auf ihn ein. Die zwischenzeitlich alarmierte Polizei begleitete den 21 Jährigen zu seinem Auto und leitete ein Strafverfahren ein. Die Ermittlungen dauern an.;25.05.2018;GELSENKIRCHEN;25.05.2018;https://web.archive.org/web/20190909134319/https://www.waz.de/sport/fussball/schiedsrichter-in-gelsenkirchen-von-zuschauern-attackiert-id214387019.html;2;
7_4;Handy Räuber in Magdeburg gefasst;Magdeburg (el) l In der Nacht zum11. Mai 2018 informierte ein 23-Jähriger eine Streife der Bundespolizei im Hauptbahnhof Magdeburg, dass er soeben Opfer einer Raubstraftat geworden sei. Er war auf der Otto-von-Guericke Straße unterwegs, als eine Personengruppe auf ihn zukam. Kurz darauf wurde er laut Bundespolizei von den Männern geschlagen, getreten und seines Handys beraubt. Durch eine sofort durchgeführte Nahbereichsfahndung konnten die Bundespolizisten in der Bahnhofstraße eine Gruppe von sieben Männern feststellen. Das Opfer erkannte zwei Jugendliche im Alter von 17 und 18 Jahren wieder und identifizierte sie als Täter. Das gestohlene Smartphone fanden die Bundespolizisten in der Hosentasche von einem der Männer. Die Räuber erwartet nun jeweils ein Strafverfahren.;11.05.2018;Magdeburg;11.05.2018;https://web.archive.org/web/20190909135333/https://www.volksstimme.de/lokal/magdeburg/fahndung-handy-raeuber-in-magdeburg-gefasst;2;
7_5;19-Jähriger geht betrunken auf Polizisten los;Ein offenkundig betrunkener und aggressiver 19-Jähriger suchte in der Nacht zu Samstag (12. Mai, gegen 2.40 Uhr), die offene Konfrontation mit mehreren Einsatzkräften der Polizei. Der eigentliche Einsatzanlass für die Polizei war in der Nacht zu Samstag eine Schlägerei auf dem Westenhellweg. Zwei 32 und 35 Jahre alte Dortmunder waren dort in Richtung Wall unterwegs. Hier lief ihnen eine Gruppe über den Weg, zu der auch ein 19-Jähriger Mann aus Herdecke gehörte. Er sollte später noch eine wichtige Rolle bei dem Einsatz spielen.  Die Gruppe provozierte die beiden Dortmunder laut Angaben der Polizei massiv. Die verbalen Streitigkeiten entwickelten sich schnell zu einer Schlägerei zwischen dem 32-Jährigen und einem Unbekannten aus dieser Gruppe. Kurz darauf trafen die Beamten am Ort des Geschehens ein. Der unbekannte Kontrahent des 32-Jährigen konnte noch kurz vorher flüchten. Alkohol und Testosteron Vermutlich bedingt durch den Einfluss von Alkohol und Testosteron, tat sich während des Einsatzses schließlich der 19-Jährige hervor. Er zeigte sich extrem aggressiv und enthemmt.  Immer wieder provozierte der 19-Jährige die Einsatzkräfte und ignorierte deren Anweisungen. Da die Provokationen nicht die erhoffte Wirkung zeigten, griff der junge Mann die Beamten schließlich körperlich an. Diese brachten den völlig enthemmten Herdecker zu Boden und legten ihm Handschellen an. Auch hierbei versuchte er immer wieder die Beamten mit Tritten und Kopfstössen zu verletzen.  Sein Verhalten brachte dem 19-Jährigen eine Nacht im Gewahrsam und eine Strafanzeige ein. Zwei Polizisten wurden während des Einsatzes leicht verletzt. Die Polizei bittet außerdem Hinweise auf den flüchtigen Unbekannten, der anfangs den 32-jährigen Dortmunder angegriffen hatte. Zeugen können sich unter 0231 132 7441 melden.;14.05.2018;Dortmund;14.05.2018;https://web.archive.org/web/20190909140720/https://www.ruhrnachrichten.de/dortmund/web-artikel-1285328.html;2;
7_6;Raubüberfall in Oberkassel Mann bedroht 15-Jährigen mit Messer;Mit einem Messer und körperlicher Gewalt zwang ein 22-jähriger Mann einen Jugendlichen am Kaiser-Wilhelm-Ring zur Herausgabe seines Handys. Die Polizei war schnell vor Ort und konnte den Tatverdächtigen stellen. Düsseldorf. Ein 15-Jähriger und sein 18-jähriger Freund sollen am Samstagabend auf einer Parkbank am Kaiser-Wilhelm-Ring gesessen haben, als aus einer vorbeigehenden Gruppe heraus ein junger Mann auf sie zukam. Das berichtet die Polizei am Sonntag. Demnach soll der 21-jährige Mann ein Messer gezogen und den 15-Jährigen aufgefordert haben, ihm sein Handy zu geben. Der 21-Jährige habe das Opfer in den Magen geschlagen und ihm zwei Ohrfeigen gegeben, bevor er mit einem 22-jährigen Mittäter die Kleidung des 15-Jährigen durchsuchte. Nachdem sie das Handy gefunden hatten, habe der Mann dem Jugendlichen noch die Kappe geklaut. Beide Tatverdächtigen konnten von der Polizei noch in der Nähe des Tatorts gestellt und vorläufig festgenommen werden. Das Handy fanden die Beamten in der Hosentasche des 21-Jährigen aus Neuss. Der 22-jährige Mittäter wurde nach einer entnommenen Blutprobe wieder entlassen, der 21 Jahre alte Mann soll dem Haftrichter vorgeführt werden. Er wurde laut Polizei wegen ähnlicher Delikte schon mehrfach verurteilt. ;12.03.2018;Oberkassel;12.03.2018;https://web.archive.org/web/20190909141435/https://www.wz.de/nrw/duesseldorf/raubueberfall-in-oberkassel-mann-bedroht-15-jaehrigen-mit-messer_aid-25783327;2;
7_7;Raub mit Messer in Oberkassel;Beamte der Inspektion Mitte konnten am Samstagabend zwei Tatverdächtige vorläufig festnehmen, die einem Jugendlichen in einem Park am Kaiser-Wilhelm-Ring unter Vorhalt eines Messers das Handy geraubt hatten. Der 21 Jahre alte Haupttäter wurde dem Haftrichter vorgeführt. Nach ersten Ermittlungen der Polizei saßen ein 15-Jähriger und sein 18-jähriger Freund zur Tatzeit auf einer Bank in der Parkanlage, als eine größere Gruppe an ihnen vorbeiging. Aus dieser Gruppe heraus, kam ein junger Mann (21 Jahre alt) auf sie zu. Dieser zog ein Messer hervor, bedrohte den 15-Jährigen und forderte die Herausgabe des Handys. Laut Angaben des Opfers schlug ihm der 21-Jährige sodann in den Magen und gab ihm noch zwei Ohrfeigen, ehe er zusammen mit einem weiteren Mittäter (22 Jahre alt) in seiner Kleidung nach dem Handy suchte. Sie ließen erst von ihm ab, als sie dieses gefunden hatten. Der 21-Jährige verstaute das erbeutete Handy und stahl dem 15-Jährigen auch noch die Kappe. Die beiden Täter konnten noch in unmittelbarer Nähe des Tatortes gestellt werden. Das geraubte Handy wurde in der Hosentasche des 21-Jährigen gefunden. Beiden Tatverdächtigen wurden Blutproben entnommen. Der 22-Jährige wurde danach von der Wache entlassen. Der 21 Jahre alte Haupttäter aus Neuss ist wegen ähnlicher Delikte schon mehrfach verurteilt worden. Er soll heute dem Haftrichter vorgeführt werden.;12. Mrz 18;Oberkassel;12.03.2018;https://web.archive.org/web/20190909141755/https://www.duesseldorfer-anzeiger.de/duesseldorf/raub-mit-messer-in-oberkassel_aid-36017829;1;
7_8;Zwei versuchte Überfälle beim Verdener Bahnhof Jugendgang hat es auf Geld und Handys abgesehen;Nach zwei gescheiterten Überfallversuchen, die sich am Montagmittag, 23, April, gegen 13 Uhr, im Umfeld des Verdener Bahnhofs abgespielt haben, sucht der Zentrale Kriminaldienst nun nach den Tätern sowie nach Zeugen der Taten. Bisherigen Ermittlungen zufolge sollen bislang drei unbekannte Jugendliche, die in Begleitung eines Mädchens waren, kurz nach 13 Uhr zunächst an der Windmühlenstraße und kurz darauf an der Bahnhofstraße von insgesamt drei Kindern und Jugendlichen im Alter von 13 bis 16 Jahren Geld und die Herausgabe der Handys gefordert haben. Ihre Forderungen haben sie unter Androhung von Schlägen ausgesprochen. In beiden Fällen ließen die Angreifer jedoch von ihren Opfern ab und erlangten daher kein Beute. Bei den Gesuchten soll es sich um drei männliche und eine weibliche Jugendliche im Alter von etwa 14 bis 15 Jahren handeln. Ein Jugendlicher ist blond und sprach akzentfreies Deutsch, ein weiterer hat einen dunklen und pickeligen Hautteint sowie helle Haare. Der dritte Junge hatte ein afrikanisches Erscheinungsbild. Der Zentrale Kriminaldienst hat die Ermittlungen aufgenommen und sucht nun nach Zeugen der Taten. Ein bislang unbekannter Zeuge soll die Tat an der Windmühlenstraße gesehen und die Angreifer daraufhin couragiert angesprochen haben, woraufhin die Täter in Richtung Bahnhofstraße geflüchtet sind, wo sie ihren zweiten Versuch unternahmen. ;25.04.2018;Verden;25.04.2018;https://web.archive.org/web/20190909143941/https://www.nordbuzz.de/niedersachsen/zwei-versuchte-ueberfaelle-beim-bahnhof-verden-jugendgang-geld-handys-abgesehen-9813901.html;2;
7_9;Nach Schlag ins Gesicht das Portemonnaie gestohlen;Kevelaer Unbekannte Täter schlagen nach Angaben der Polizei in der Kevelaerer Innenstadt einen 23-Jährigen ins Gesicht und entwenden sein Portemonnaie. Der junge Mann aus Goch lief am Samstag gegen 20.30 Uhr die Hauptstraße in Richtung Museum entlang. In Höhe des Museums traf sich der 23-Jährige mit einem 19-jährigen Freund, der einen Streit mit einer anderen Personengruppe austrug. Als der 23-Jährige den Freund von der Gruppe wegziehen wollte, um mit ihm den Ort zu verlassen, erhielt er von einer unbekannten Person einen Faustschlag ins Gesicht. Zwei weitere unbekannte Personen kamen dazu und schlugen auf den Gocher ein. Der Gocher ging zu Boden und stellte beim Aufstehen fest, dass sein Portemonnaie fehlte. Die Täter flüchteten in unbekannte Richtung. Der 23-Jährige wurde leicht im Gesicht verletzt. Bei den unbekannten Personen soll es sich um circa 17-19 Jahre alte Männer handeln, die etwa 1,70 m groß sind und schlanke Staturen haben. Der Täter, der den Faustschlag gesetzt hat, soll zur Tatzeit eine beige farbende Basecap und eine rote, dünne Trainingsjacke getragen haben. Hinweise an die Kripo Goch unter Telefon 02823 1080.;15. Mai 18;Kevelaer;15.05.2018;https://web.archive.org/web/20190909154410/https://rp-online.de/nrw/staedte/kevelaer/nach-schlag-ins-gesicht-das-portemonnaie-gestohlen_aid-22641963;2;
7_10;23-Jähriger in Kevelaer verprügelt;Goch/Kevelaer.   Er wollte einen Streit entschärfen: Ein 23-Jähriger aus Goch ist am Samstagabend in Kevelaer von Unbekannten verprügelt und bestohlen worden. Er wurde im Gesicht leicht verletzt. Er wollte einen Streit entschärfen: Ein 23-Jähriger aus Goch ist am Samstagabend in Kevelaer von Unbekannten verprügelt und bestohlen worden. Er wurde im Gesicht leicht verletzt. Gegen 20.30 Uhr hatte sich der 23-Jährige am Museum in Kevelaer mit einem 19-jährigen Freund getroffen. Als der Gocher dazu stieß, hatte dieser Streit mit einer Gruppe bisher unbekannter Personen, berichtete die Polizei. Der 23-Jährige habe versucht, seinen Freund von der Gruppe wegzuziehen, wohl um den Streit zu schlichten. Dabei sei er von einem Unbekannten mit der Faust ins Gesicht geschlagen worden. Danach hätten sich noch zwei weitere Personen auf ihn gestürzt und ihn geschlagen. Der Gocher ging zu Boden, so Polizei. Beim Aufstehen habe er festgestellt, dass sein Portemonnaie fehlte. Die Täter flüchteten. Zur Zahl der Männer gab es keine Angaben. Sie sollen zwischen 17 und 19 Jahren alt sein, sind etwa 1,70 Meter groß und schlank. Der Täter, der den Faustschlag gesetzt hat, soll zur Tatzeit eine beigefarbene Basecap und eine rote, dünne Trainingsjacke getragen haben, heißt es im Bericht der Polizei, die Zeugen sucht: 02823/10 80.;15.05.2018;Kevelaer;15.05.2018;https://web.archive.org/web/20190909154654/https://www.wp.de/staedte/kleve-und-umland/23-jaehriger-in-kevelaer-verpruegelt-id214291839.html;2;
